1.000000,0.008959,0.000068,0.002359,-0.000295,0.003404,0.001747,0.007799,-0.000507,0.006906,0.000109,0.000111,0.000040,-0.000078,0.013226,0.013742,0.005415,0.004780,0.000092,0.004785,0.000868,0.000077,-0.000001,0.022566,0.012354,0.000000,0.004567,0.000197,0.004255,0.006608,0.002852,0.001041,-0.001735,0.000951,0.000417,0.000295,0.000001,0.002613,0.002209,-0.000495,0.000972,-0.000027,-0.000012,0.000781,0.012252,0.000297,0.000182,0.010628,-0.000375,0.019483,0.001778,0.000040,0.000021,0.003145,0.000341,0.004405,0.004013,-0.006110,0.004359,0.004367,0.000766,0.002428,0.008820,0.008895,0.003219,0.002123,0.001058,-0.000280,0.000094,0.002265,-0.000080,0.022092,0.005308,-0.000194,0.000131,-0.000425,0.005887,0.001418,-0.002964,0.004277,0.000917,0.010261,0.001154,0.018264,0.002193,0.000531,0.014976,0.000056,0.004047,0.000159,0.000784,-0.000535,0.000551,0.007865,0.012751,-0.001487,0.002152,0.016994,0.000011,0.003562,0.000394,-0.000000,0.001793,0.011481,0.000213,0.002022,0.016668,0.005941,0.013243,0.002670,-0.000003,0.005203,0.001213,0.013817,0.002058,0.001293,-0.000177,0.001067,0.010100,-0.000340,0.002924,0.000871,0.003934,-0.000848,0.000125,0.000221,0.000292,-0.001000,0.000003,0.021385,0.002933,0.009361,0.000170,0.001278,0.003754,0.000305,-0.001025,-0.000027,0.023205,0.009848,0.000034,0.001273,0.001986,0.000133,0.019672,0.002991,0.000614,-0.002809,-0.001264,0.008390,0.026306,0.016827,0.000579,0.009052,0.000026,0.004008,0.011477,0.000506,0.013147,-0.000101,0.001215,0.000072,0.004856,0.015762,0.000924,0.000027,0.008110,0.001146,0.004440
0.008959,1.000000,0.000014,0.014328,0.000482,-0.000300,0.010267,0.000662,-0.001356,0.001261,0.002898,0.106212,0.006177,-0.006432,0.013822,0.005273,0.000654,0.008057,0.056546,0.021798,-0.000102,0.017755,0.046173,0.005223,0.004320,0.116449,0.004576,-0.000281,0.014414,0.002101,0.000083,0.000365,0.010223,0.003401,0.000738,0.004438,0.044439,0.005575,0.011711,-0.000006,0.001562,0.002401,0.057407,0.000252,0.026493,0.027083,-0.000430,0.012684,0.017237,0.017960,0.073054,-0.000426,-0.000791,0.003744,0.000076,0.002752,0.024515,-0.011086,0.001478,0.034503,0.002472,0.040420,0.001754,0.001957,0.018992,0.052727,0.030096,0.001527,0.003761,0.008898,0.012346,0.008819,0.000473,-0.000670,0.000337,0.010775,0.002316,0.019761,-0.022534,0.052602,0.000855,0.035745,0.000270,0.016859,0.058390,0.023059,0.040894,0.062319,0.000924,0.000592,0.017809,0.000061,0.058925,0.067015,0.021781,-0.000129,0.050426,0.003002,0.004735,0.007433,0.045046,0.000040,0.047975,0.060361,0.035614,0.100812,0.008418,0.068119,0.017964,0.045165,-0.002449,0.001207,0.039518,0.005462,0.001315,0.010634,0.000041,0.008225,0.032322,0.022207,0.000374,0.002064,0.006910,0.016332,0.008497,0.050090,0.000456,0.051965,-0.000806,0.010821,0.000665,0.013845,0.020087,0.000543,0.001364,-0.000435,0.003186,0.001781,0.009770,0.009158,-0.003047,0.002854,0.004437,0.065001,0.005323,0.000551,0.018013,-0.000288,-0.005686,0.035894,0.002653,0.011799,0.000718,0.015938,0.096835,0.041493,0.000647,-0.007132,0.011673,0.002797,0.001281,-0.000397,0.003351,0.003813,0.000048,0.063926,0.009145,0.004818,0.014480
0.000068,0.000014,1.000000,-0.000094,0.021736,0.000792,-0.000021,0.000360,-0.004023,0.005709,0.019384,-0.000358,0.000078,0.001151,-0.000021,0.003818,0.000663,0.002087,-0.000326,0.000057,0.000020,0.003473,0.000010,0.002587,0.000689,-0.001124,0.012942,0.000096,-0.000308,-0.000006,0.001896,-0.000260,-0.006639,0.001389,0.004221,-0.000585,0.000284,0.000016,0.002902,-0.002496,0.001216,-0.001096,-0.000141,0.000528,0.006560,-0.000570,0.055011,0.000045,0.000160,0.000516,0.000030,0.000486,-0.000671,0.000343,0.002553,-0.000214,0.001152,-0.005710,0.001196,0.001684,-0.000018,-0.000436,0.001829,0.000871,-0.000005,0.000021,-0.000036,-0.000768,-0.000832,-0.000002,-0.000034,0.016827,0.010195,-0.000018,-0.000157,-0.001259,0.004876,0.000381,-0.001366,0.000235,0.007442,0.000047,0.039456,0.000732,-0.000137,0.000937,0.000039,-0.000577,0.000601,0.075503,0.000272,0.000073,-0.000027,-0.000339,0.000059,0.000003,0.000007,0.002203,0.001557,0.004556,-0.000386,-0.000163,-0.000646,0.000152,0.000029,0.003429,0.000833,0.000059,0.000643,-0.000213,0.001216,-0.000343,0.000379,0.004793,0.032889,0.000272,0.009825,0.004209,-0.000165,-0.000518,0.000719,0.000011,0.008890,-0.000092,-0.000067,-0.000000,0.035967,0.000149,0.010960,0.001679,0.032570,0.002235,-0.000141,0.003665,0.000020,0.001548,0.000197,-0.001868,0.001288,0.000004,0.000304,0.011321,0.000840,-0.000966,0.010937,0.000733,-0.000012,-0.000238,-0.002100,0.001385,0.000007,0.000326,-0.000082,0.004223,0.003317,-0.000523,0.001038,-0.001690,0.000331,0.000513,0.010040,-0.000542,0.000104,0.002669,0.028482,-0.000884,0.015903,0.000025,-0.000850
0.002359,0.014328,-0.000094,1.000000,-0.000189,-0.000487,0.003432,-0.000240,0.003051,-0.000014,0.001144,0.006254,0.003097,-0.001501,0.014604,0.003830,0.000457,0.000166,0.004715,0.008349,-0.000885,0.009666,0.001657,0.002018,0.004698,0.008880,0.000014,-0.000103,0.008637,0.000302,0.000450,-0.000637,0.005086,0.001703,-0.000271,0.000179,0.008018,0.000740,0.008404,0.001641,-0.000169,0.007245,0.003386,-0.000078,0.000250,0.001505,-0.000340,0.002064,0.005840,0.000516,0.007238,0.002241,0.002292,0.007363,-0.000000,0.002219,0.004322,-0.000809,0.000091,0.004008,0.000555,0.003208,0.000361,0.000758,0.003943,0.004553,0.002358,0.000005,0.000158,0.000035,0.001001,-0.000104,-0.000419,0.000379,0.001246,0.011105,0.000988,0.002583,-0.000192,0.011287,-0.000765,0.004977,-0.000012,0.000937,0.002925,0.002917,0.013011,0.004503,0.000461,-0.000934,0.001217,0.001113,0.000867,0.004036,0.004306,0.000216,0.002809,0.001549,0.002668,0.000777,0.011313,-0.000285,0.003725,0.002953,0.001813,0.003016,0.000010,0.001642,0.006277,0.002735,0.000016,0.000443,0.004990,0.002818,-0.000334,0.000127,0.000801,0.000292,0.001911,0.022635,0.000103,-0.000024,-0.000782,0.002682,0.000509,0.006611,-0.000486,0.004527,-0.001922,0.003646,-0.000370,0.003549,0.000781,0.000981,0.000048,0.003841,0.000250,0.001412,0.000555,0.005709,-0.001609,-0.000174,0.000856,0.002523,0.000727,0.000012,0.004983,0.001246,0.003333,0.000743,-0.000098,0.000413,0.000158,0.004087,0.007010,0.001272,-0.000176,0.000667,0.011421,-0.000001,0.002224,0.001599,0.000019,-0.000929,-0.000900,0.004732,0.002528,0.000003,0.000824
-0.000295,0.000482,0.021736,-0.000189,1.000000,0.000972,0.000019,-0.000050,-0.001324,0.003916,0.008711,0.000006,-0.000018,-0.000036,0.000002,0.001030,0.000026,-0.000165,-0.000614,0.000452,0.000247,0.004717,-0.000290,-0.000175,-0.000180,-0.000009,0.003417,-0.000059,0.000164,0.000814,0.002353,0.000073,-0.000714,0.000008,0.044285,-0.000028,0.000527,0.000052,0.000148,-0.000766,0.014849,0.000310,-0.000109,0.002141,0.000619,-0.000124,0.046385,0.000016,0.000146,-0.000281,0.000001,-0.000253,-0.001925,0.001648,0.015074,0.000298,-0.000330,-0.002211,0.007674,0.000821,0.000292,-0.000207,0.025696,0.000238,0.000398,0.000009,0.000228,-0.000376,0.000260,0.000750,0.001985,0.002258,0.004846,-0.000051,-0.000056,-0.001364,0.000839,-0.000216,-0.000367,-0.000275,0.004770,-0.000049,0.015924,-0.000429,-0.000242,0.000162,-0.000034,0.000176,0.010169,0.008348,0.000198,-0.000155,-0.000016,0.000978,-0.000249,0.000564,0.000591,-0.000133,0.001781,0.004286,0.000035,-0.000029,-0.000203,0.000357,-0.000064,0.000038,0.002667,0.000419,0.004886,-0.000635,0.000030,-0.000011,0.000114,0.000011,0.025034,0.000093,0.017553,0.003672,0.000067,0.000634,0.001370,0.000006,0.000800,-0.000014,0.000125,-0.000019,0.007901,0.000002,0.001771,-0.000000,0.007648,0.000189,-0.000334,0.002064,0.000188,0.002111,-0.000753,-0.000602,-0.000111,0.000021,0.000212,0.012157,0.000059,0.003951,0.000191,-0.000078,-0.000474,0.000105,-0.000480,-0.000242,-0.000184,0.000786,0.000660,-0.000051,-0.000346,-0.000063,0.000281,-0.000885,0.000004,0.000109,0.007231,-0.000067,0.000679,-0.000001,0.007448,0.000033,0.019689,0.000197,0.000211
0.003404,-0.000300,0.000792,-0.000487,0.000972,1.000000,0.000521,0.026548,-0.000093,0.010303,0.000065,-0.003558,0.000710,0.008280,0.003794,0.002068,0.001783,0.016842,0.000001,0.000320,0.027604,-0.001350,0.001388,0.005802,0.000386,-0.003797,0.001233,0.006298,-0.000017,0.000568,0.001278,0.031406,-0.024715,0.004906,0.000189,0.002585,0.000757,0.002292,0.001308,-0.001255,0.000014,0.002130,0.000021,0.005234,0.006607,0.000319,0.000455,0.001203,-0.000456,0.002913,-0.000048,-0.001037,0.001633,0.000379,-0.000019,0.001222,0.005516,-0.004456,0.002874,0.007923,0.003558,0.001595,0.000759,0.002210,0.000323,-0.001211,0.001219,0.002701,0.005608,-0.000167,-0.001846,0.002605,0.000318,0.002296,-0.001665,-0.001011,0.006295,0.000097,-0.008766,0.000194,0.011866,0.007009,0.001781,0.004487,-0.001139,0.000326,0.002301,-0.000196,-0.000204,0.000849,0.002322,0.000465,0.000706,-0.001719,0.001227,-0.000144,0.000010,0.004101,-0.000847,0.002649,-0.001079,0.000590,0.005241,0.001630,0.003434,-0.000336,0.005244,0.000829,0.007632,-0.000000,0.007355,0.031782,0.008735,0.002164,0.000915,-0.000806,0.000506,0.002750,-0.000093,-0.001111,0.001051,0.037034,0.013961,-0.004452,0.002099,-0.000012,0.003419,-0.000017,0.002392,0.001557,0.002572,0.006757,0.003480,0.001315,0.000286,-0.000865,0.000133,-0.000065,0.004436,0.014008,-0.001339,0.000046,0.005288,-0.007025,0.004832,0.001996,0.000129,-0.000856,-0.007726,0.000722,0.006918,0.006373,-0.000078,0.003340,-0.001322,0.001149,0.001699,0.002934,0.008465,0.012296,0.001115,-0.000095,0.078488,0.008744,0.010303,-0.003506,0.005697,0.002274,0.007600
0.001747,0.010267,-0.000021,0.003432,0.000019,0.000521,1.000000,0.001196,0.000405,0.003531,0.000021,0.001168,0.004456,-0.000287,0.000209,0.002406,0.001130,0.000137,0.007769,0.002357,-0.000850,0.001474,0.015902,0.000104,0.001358,0.004322,0.000003,-0.000610,0.001213,0.002160,-0.000169,0.001195,-0.000019,0.001047,0.000472,0.004278,0.011341,0.003625,0.009816,-0.000101,0.000265,0.000732,0.007408,-0.000108,0.001010,0.001292,-0.000472,0.000073,0.006215,0.001419,0.002024,-0.000238,0.000037,0.003960,-0.000051,0.000096,0.029381,-0.000816,0.000621,0.012766,0.000013,0.007310,0.000882,0.000429,0.004127,0.002563,0.002053,0.001404,0.001193,0.000004,-0.000275,0.004429,-0.000269,0.000002,0.002577,0.006024,-0.000374,0.013786,0.000001,0.013581,0.001839,0.002589,-0.000315,0.018201,0.003762,0.007081,0.017986,0.002523,0.000973,-0.000349,0.005104,0.002106,0.011044,0.003684,0.003111,-0.000644,0.001724,-0.000003,0.000313,-0.000012,0.003999,-0.000022,0.020497,0.005941,0.011978,0.004411,0.003051,0.002007,0.002452,0.000314,-0.000417,0.000104,0.004724,-0.000017,-0.000587,0.002118,0.000062,0.000839,0.003688,0.000180,0.000049,-0.000040,0.000390,0.000665,0.000773,0.004016,0.000091,0.005038,0.000303,0.004798,-0.000882,0.001168,0.006562,0.000494,0.000426,0.000005,0.000568,0.000434,0.000799,0.006154,-0.000045,-0.000112,0.001777,0.001536,0.000212,-0.000001,0.001820,-0.000808,0.006041,0.006602,0.001035,0.003105,0.000023,0.001672,0.002785,0.006228,0.000007,0.000052,0.003252,0.007219,0.002173,-0.000019,0.000475,0.003486,-0.000006,0.001438,0.002278,0.001903,0.001613
0.007799,0.000662,0.000360,-0.000240,-0.000050,0.026548,0.001196,1.000000,-0.001347,0.003641,0.001728,-0.003231,0.000006,0.000033,0.000404,0.004947,0.001200,0.016582,0.000573,0.010026,0.002500,-0.000076,0.000349,0.002791,0.001924,-0.000727,0.001254,0.015434,0.001709,0.002613,0.001313,0.017975,-0.022355,-0.000000,0.007867,0.001723,-0.000038,0.010555,0.006158,-0.001474,0.005659,0.000959,-0.000110,0.000466,0.002384,-0.001117,0.001597,0.001647,-0.000007,0.019824,0.001331,0.000468,0.000084,0.005465,0.001266,0.003634,0.012131,-0.009597,0.004141,0.001230,0.004923,0.000013,0.007439,0.002788,0.003167,-0.000005,0.001815,-0.000535,0.011908,-0.000040,-0.002106,0.003860,0.000117,0.017001,-0.000222,-0.011444,0.001953,0.003219,-0.008596,0.000259,0.030935,0.007436,0.000054,0.015579,0.000189,0.001630,0.000830,0.000083,0.002722,0.004482,0.001007,0.000057,0.001240,0.000169,0.003270,-0.000854,0.001536,0.005374,0.000116,0.006405,-0.000745,-0.000521,0.000100,0.018325,0.001178,0.000081,0.015887,0.003100,0.035715,-0.000530,0.001973,0.062337,0.010567,0.006237,0.003727,-0.000279,0.000914,0.002191,0.000378,-0.002270,0.007979,0.014684,0.007622,0.000012,0.000017,-0.003743,0.001144,-0.001822,0.010480,0.012403,0.001108,0.007439,0.001837,0.003007,0.002107,-0.000051,-0.001083,-0.003857,0.012847,0.031954,-0.006346,0.000110,0.000019,-0.001956,0.023028,0.004124,0.000518,-0.001760,-0.003310,0.000026,0.003538,0.019990,-0.001420,0.000136,-0.002561,-0.003794,0.002044,0.001033,0.015677,0.008228,0.001635,0.001238,0.035261,0.004315,0.001812,-0.001201,0.015161,0.020169,0.021998
-0.000507,-0.001356,-0.004023,0.003051,-0.001324,-0.000093,0.000405,-0.001347,1.000000,-0.001131,-0.000097,-0.013307,0.009284,0.006461,0.000164,-0.000252,0.003003,-0.000475,0.014474,-0.000114,-0.000031,-0.001625,0.003010,-0.000748,0.000028,-0.009595,-0.001096,0.011859,0.000275,-0.000005,-0.000589,-0.000023,-0.012442,0.000187,-0.002299,0.001015,0.019042,0.000385,0.000247,0.076622,-0.002277,0.025097,-0.002196,-0.001006,-0.001503,-0.000216,-0.001739,-0.000969,0.011986,-0.003647,-0.005314,0.041409,0.020269,-0.000287,-0.000135,-0.000832,0.000000,0.070917,-0.000057,0.000369,-0.003365,-0.000033,-0.001988,-0.002205,-0.001844,-0.005216,-0.003373,0.028868,-0.001534,-0.008184,-0.009797,-0.002257,-0.000992,0.001357,0.001135,0.037485,-0.001299,-0.000155,0.004430,0.000101,-0.001674,-0.001392,-0.000069,-0.001011,-0.003061,0.010329,0.002692,-0.009043,-0.000637,-0.003936,0.005776,0.022401,0.000450,-0.011138,-0.002747,-0.000955,-0.004305,-0.000341,0.000060,-0.004115,-0.005539,-0.000588,-0.000488,-0.010470,0.015385,-0.011667,-0.001978,-0.011225,-0.003343,-0.002660,0.000699,0.002458,-0.002185,-0.001221,-0.004261,-0.002224,0.000754,-0.000125,-0.010192,-0.009105,-0.002275,-0.000431,-0.004036,-0.004247,0.035174,0.002580,-0.000650,0.007500,-0.000032,-0.000787,-0.001430,-0.000706,0.032803,-0.002387,0.000042,-0.003516,0.037973,0.077762,-0.001128,0.000190,-0.000002,-0.000413,0.009251,-0.006543,-0.002398,-0.000898,-0.000871,0.050298,0.034505,-0.003551,-0.002440,-0.002194,-0.007614,-0.000806,-0.001842,0.001709,-0.003886,0.001644,-0.000324,0.006535,-0.000050,0.001891,-0.000545,-0.001715,-0.001799,-0.014074,-0.002747,-0.001124,-0.001382
0.006906,0.001261,0.005709,-0.000014,0.003916,0.010303,0.003531,0.003641,-0.001131,1.000000,0.003709,-0.000007,0.000189,0.000205,0.000546,0.007115,0.005097,0.004109,0.002417,-0.000063,0.003075,-0.000004,0.000711,0.008210,0.002188,-0.000357,0.006583,-0.000057,0.000512,0.000943,0.016459,0.002118,-0.006583,0.000122,0.005284,-0.000001,0.000544,0.002154,0.004432,-0.002630,0.002266,-0.000414,-0.000000,0.000370,0.006072,0.000639,0.005333,0.000832,0.000130,0.003904,-0.000006,-0.000058,-0.000751,0.001166,0.003179,0.000717,0.023221,-0.004139,0.002986,0.008171,0.000669,0.001468,0.000916,0.001635,-0.000487,-0.000121,0.000301,-0.000036,0.000061,0.000031,0.000142,0.022018,0.005582,-0.000118,0.000000,-0.000631,0.009605,0.000228,-0.002152,0.000640,0.014489,0.005737,0.011816,0.016869,0.000103,0.000844,0.001610,-0.000071,0.000965,0.014076,0.000383,0.000021,0.003959,0.000318,0.002027,-0.000000,-0.000309,0.003290,0.001255,0.001122,-0.000062,-0.000065,0.005205,0.000978,0.001778,0.000130,0.009896,0.000001,0.002711,0.000119,0.001147,0.000027,0.000754,0.003299,0.005793,-0.000103,0.002728,0.002584,0.000414,-0.000633,0.000116,0.005041,0.002237,-0.001130,-0.000021,-0.000626,0.013226,0.000595,0.003646,0.002876,0.006865,0.004831,0.001260,0.000171,0.000375,0.001739,-0.000388,-0.001507,0.002070,0.001107,-0.000147,0.001413,0.000162,-0.000206,0.014952,0.000809,0.000024,-0.000080,-0.003163,0.008904,0.014906,0.005354,0.000001,0.006076,0.000000,0.001864,0.034418,0.000050,0.002521,0.004654,0.004253,-0.000143,0.001128,0.019593,0.010508,-0.000154,0.011333,0.002790,0.006490
